Tiempo_ms	Voltaje_V
2359	3.04777
2360	3.04938
2362	3.04697
2363	3.04455
2364	3.04697
2365	3.05100
2367	3.04536
2368	3.03085
2369	3.04777
2370	3.04616
2372	3.04938
2373	3.05100
2374	3.05422
2375	3.05261
2377	3.04616
2378	3.04697
2379	3.05100
2381	3.04938
2382	3.04858
2383	3.05019
2384	3.04777
2386	3.04697
2387	3.04777
2388	3.04777
2390	3.05341
2391	3.05019
2392	3.04938
2393	3.04938
2395	3.04536
2396	3.05019
2397	3.04938
2398	3.04938
2400	3.05180
2401	3.04858
2402	3.03649
2404	3.04697
2553	3.04616
2555	3.05341
2556	3.04777
2557	3.04133
2558	3.05019
2559	3.07355
2560	3.04938
2561	3.04858
2562	3.05422
2563	3.04697
2565	3.04777
2566	3.04697
2567	3.04938
2568	3.04938
2569	3.05019
2570	3.04777
2571	3.04777
2572	3.04938
2573	3.05583
2575	3.04616
2576	3.03810
2577	3.04938
2578	3.05583
2579	3.05180
2580	3.04777
2581	3.05100
2582	3.04777
2584	3.04697
2585	3.04536
2586	3.04938
2587	3.04938
2588	3.05100
2589	3.05100
2591	3.04938
2592	3.04455
2593	3.05019
2594	3.04777
2595	3.05100
2596	3.04938
2598	3.04616
2599	3.06630
2600	3.04294
2601	3.05100
2602	3.03891
2604	3.04858
2605	3.05100
2606	3.05180
2607	3.05100
2608	3.04777
2610	3.05019
2611	3.04536
2612	3.05180
2613	3.05100
2614	3.04777
2616	3.04697
2617	3.04616
2618	3.05100
2619	3.04697
2620	3.05019
2622	3.04697
2623	3.04616
2624	3.05019
2625	3.06711
2626	3.05100
2628	3.04938
2629	3.05422
2630	3.05341
2631	3.04938
2633	3.05019
2634	3.05019
2635	3.04777
2636	3.05261
2637	3.04938
2644	3.04616
2645	3.05019
2646	3.05019
2647	3.05019
2648	3.05583
2650	3.05905
2651	3.05261
2652	3.05341
2654	3.05019
2655	3.05583
2656	3.01957
2658	3.05180
2659	3.04294
2660	3.05261
2662	3.05019
2663	3.05019
2664	3.05019
2665	3.04938
2667	3.05019
2668	3.05100
2669	3.05180
2671	3.04858
2672	3.05100
2674	3.04938
2675	3.05825
2677	3.04777
2678	3.05019
2786	3.04777
2788	3.02199
2789	3.05261
2790	3.05019
2791	3.05664
2792	3.05986
2793	3.05100
2795	3.05100
2796	3.04938
2797	3.00427
2798	3.07919
2799	3.04536
2800	3.05180
2802	3.04777
2803	3.04777
2804	3.04938
2805	3.04938
2806	3.04938
2807	3.05341
2808	3.05180
2809	3.05019
2810	3.04777
2812	3.04938
2813	3.05261
2814	3.04536
2815	3.05019
2816	3.04938
2817	3.04938
2818	3.05341
2820	3.05180
2821	3.06066
2822	3.05100
2823	3.04777
2824	3.05180
2825	3.04777
2827	3.05341
2828	3.05019
2829	3.04938
2830	3.05100
2831	3.04374
2832	3.04536
2834	3.05019
2835	3.04052
2836	3.04938
2837	3.05583
2838	3.04777
2839	3.05180
2841	3.05019
2842	3.05019
2843	3.05100
2844	3.04938
2845	3.05180
2846	3.04374
2848	3.05019
2849	3.06228
2850	3.03649
2851	3.05019
2852	3.05341
2854	3.05100
2855	3.05100
2856	3.05100
2857	3.04616
2858	3.05100
2860	3.04777
2861	3.05261
2862	3.05100
2863	3.04777
2865	3.07114
2866	3.05100
2867	3.04777
2869	3.04536
2870	3.05261
2871	3.04697
2872	3.05664
2874	3.05019
2875	3.05261
2876	3.05180
2877	3.09289
2879	3.05100
2880	3.04616
2881	3.05180
2882	3.04616
2884	3.04938
2885	3.04858
2886	3.04938
2888	3.04938
2889	3.04536
2890	3.05100
2892	3.05019
2893	3.05180
2894	3.05100
2895	3.04938
2897	3.05986
2898	3.05180
2899	3.03972
2901	3.04858
2902	3.05583
2903	3.04536
2905	3.04777
2906	3.04938
2956	3.05744
2958	3.04697
2959	3.05744
2960	3.05180
2961	3.05019
2962	2.99782
2963	3.05019
2964	3.05100
2965	3.05100
2967	3.05261
2968	3.05180
2969	3.04938
2970	3.05019
2971	3.04938
2972	3.05019
2973	3.05100
2974	3.05422
2975	3.05100
2976	3.04777
2978	3.05100
2979	3.05180
2980	3.05019
2981	3.05100
2982	3.05583
2983	3.08564
2984	3.05019
2985	3.03408
2987	3.05261
2988	3.05019
2989	3.04938
2990	3.05583
2991	3.04777
2992	3.05019
2993	3.04777
2994	3.05019
2995	3.05100
2997	3.04777
2998	3.05341
2999	3.04938
3000	3.04374
3001	3.09128
3003	3.05019
3004	3.04938
3005	3.05261
3006	3.05261
3007	3.05180
3008	3.04938
3010	3.04133
3011	3.04938
3012	3.05261
3013	3.05180
3015	3.05180
3016	3.05019
3017	3.04938
3018	3.04455
3019	3.04938
3021	3.05100
3022	3.04938
3023	3.04697
3024	3.05019
3025	3.06308
3027	3.05019
3028	3.04938
3029	3.05180
3030	3.05261
3031	3.04938
3033	3.05664
3034	3.05261
3035	3.04777
3036	3.05019
3038	3.04938
3039	3.04938
3040	3.05180
3041	3.01555
3043	3.05019
3044	3.04938
3045	3.04777
3046	3.05502
3048	3.04536
3049	3.07919
3050	3.05019
3051	3.05100
3053	3.05019
3054	3.05180
3055	3.05100
3056	3.03810
3058	3.04938
3064	3.05019
3065	3.03891
3067	3.04777
3068	3.05744
3069	3.05180
3071	3.07517
3072	3.04777
3073	3.04697
3075	3.06228
3076	3.05019
3077	3.04697
3079	3.04777
3080	3.04858
3137	3.05180
3138	3.04777
3139	3.04938
3140	3.05019
3141	3.04938
3143	3.04858
3144	3.05261
3145	3.05100
3146	3.04938
3147	3.04616
3148	3.04697
3149	3.05261
3150	3.05422
3152	3.04052
3153	3.04697
3154	3.05019
3155	3.05100
3156	3.05261
3157	3.04697
3158	3.05019
3159	3.05019
3160	3.05100
3161	3.05019
3162	3.04697
3163	3.05261
3165	3.05341
3166	3.07114
3167	3.05019
3168	3.04777
3169	3.05019
3170	3.05341
3171	3.05100
3172	3.04777
3174	3.05825
3175	3.05180
3176	3.05261
3177	3.04697
3178	3.04777
3180	3.05019
3181	3.05019
3182	3.04133
3183	3.05019
3184	3.04938
3185	3.04536
3186	3.04777
3187	3.05744
3189	3.05019
3190	3.05744
3191	3.00266
3192	3.05180
3193	3.05100
3195	3.05341
3196	3.05019
3197	3.05019
3198	3.04616
3199	3.05100
3200	3.04777
3202	3.04858
3203	3.05744
3204	3.05100
3205	3.05261
3207	3.05180
3208	3.05422
3209	3.04777
3210	3.05502
3212	3.05019
3213	3.05180
3214	3.05100
3215	3.04938
3217	3.04697
3218	3.03891
3219	3.05261
3220	3.04455
3222	3.05100
3223	3.05341
3224	3.04777
3225	3.04294
3227	3.05019
3228	3.05100
3229	3.04777
3230	3.05180
3232	3.04858
3233	3.05261
3234	3.05180
3236	3.05261
3237	3.04455
3238	3.05019
3239	3.05261
3241	3.04777
3242	3.05019
3243	3.04938
3244	3.05261
3246	3.02119
3247	3.05261
3248	3.05341
3250	3.04858
3251	3.05019
3252	3.05583
3254	3.05100
3255	3.04938
3358	3.04374
3360	3.04938
3361	3.04938
3362	3.05019
3363	3.05261
3365	3.04455
3366	3.04455
3367	3.05583
3368	3.04697
3369	3.05100
3370	3.05180
3371	3.04536
3372	3.04938
3373	3.05261
3375	3.05019
3376	3.04777
3377	3.04938
3378	3.05019
3379	3.04938
3380	3.05261
3381	3.06550
3382	3.05341
3383	3.05019
3384	3.04697
3386	3.04697
3387	3.04777
3388	3.05100
3389	3.05502
3390	3.05341
3391	3.04697
3393	3.04938
3394	3.04938
3395	3.04938
3396	3.04777
3397	3.05019
3398	3.04455
3399	3.05100
3401	3.04938
3402	3.05180
3403	3.04697
3404	3.05180
3405	3.05341
3407	3.04777
3408	3.04938
3409	3.04938
3410	3.05180
3411	3.05341
3412	3.04938
3414	3.05583
3415	3.03972
3416	3.05019
3417	3.04455
3418	3.05180
3420	3.04777
3421	3.04697
3422	3.05261
3423	3.04938
3425	3.04777
3426	3.05180
3427	3.05180
3428	3.04133
3430	3.05664
3431	3.04938
3432	3.05100
3433	3.04616
3435	3.05100
3436	3.04455
3437	3.05019
3438	3.04697
