Tiempo_ms	Voltaje_V
3135	1.38284
3136	1.38284
3138	1.38445
3139	1.38768
3140	1.37962
3141	1.39251
3142	1.38848
3143	1.38768
3145	1.38607
3146	1.38607
3147	1.39573
3148	1.38929
3149	1.38445
3151	1.38365
3152	1.38687
3153	1.38929
3154	1.38768
3156	1.38607
3157	1.38445
3158	1.39090
3159	1.37962
3160	1.38607
3162	1.38929
3163	1.38607
3164	1.38607
3165	1.38365
3167	1.38365
3168	1.39090
3169	1.38687
3170	1.38445
3172	1.38365
3173	1.39090
3174	1.38445
3175	1.38687
3177	1.38687
3178	1.37962
3179	1.38687
3180	1.38768
3182	1.40137
3183	1.39009
3184	1.39251
3185	1.38848
3187	1.38687
3188	1.38687
3189	1.38768
3190	1.38204
3192	1.38123
3193	1.38687
3194	1.38768
3196	1.38929
3197	1.38687
3198	1.38848
3200	1.39251
3201	1.38204
3202	1.38123
3301	1.38848
3303	1.38445
3304	1.38687
3305	1.38768
3306	1.38929
3307	1.38607
3308	1.38687
3310	1.39251
3311	1.38445
3312	1.38929
3313	1.38607
3314	1.38607
3315	1.39009
3316	1.38607
3317	1.38687
3318	1.39412
3319	1.38687
3321	1.38526
3322	1.38768
3323	1.38768
3324	1.38687
3325	1.36915
3326	1.38768
3327	1.37962
3328	1.38848
3330	1.38768
3331	1.39009
3332	1.38445
3333	1.38687
3334	1.38123
3335	1.38929
3336	1.39090
3337	1.38445
3339	1.38607
3340	1.38687
3341	1.38929
3342	1.38607
3343	1.38365
3344	1.38768
3346	1.38848
3347	1.38929
3348	1.38204
3349	1.39090
3350	1.34336
3352	1.38929
3353	1.38768
3354	1.39090
3355	1.38687
3356	1.38929
3357	1.38687
3359	1.39009
3360	1.38204
3361	1.38848
3362	1.38607
3363	1.38687
3365	1.38365
3366	1.38848
3367	1.38365
3368	1.38848
3370	1.38445
3371	1.38607
3372	1.38768
3373	1.38768
3374	1.38848
3376	1.38284
3377	1.38929
3378	1.38445
3379	1.38848
3381	1.38768
3382	1.38123
3383	1.38445
3384	1.38526
3386	1.38607
3387	1.36995
3388	1.43118
3389	1.38284
3391	1.39009
3392	1.38687
3393	1.38768
3394	1.38445
3396	1.38607
3397	1.38848
3398	1.38768
3400	1.38768
3401	1.39332
3402	1.39090
3403	1.38768
3405	1.39009
3406	1.38848
3407	1.38607
3409	1.38607
3410	1.38687
3411	1.38365
3412	1.37962
3414	1.38768
3415	1.39090
3416	1.39009
3418	1.38284
3419	1.38848
3425	1.39412
3472	1.38848
3474	1.38687
3475	1.42393
3476	1.37801
3477	1.38768
3478	1.38687
3479	1.38607
